"User-added Compound","LINCS Analog","LINCS Analog Name","Similarity"
"CMP1","LSM-24023","BRD-K84521540-001-01-4",0.273
"CMP1","LSM-23924","MLS003129352",0.273
"CMP1","LSM-23970","MLS003129166",0.273
"CMP1","LSM-24006","MLS003129688",0.273
"CMP1","LSM-7069","BRD-K16670827",0.273
"CMP1","LSM-4386","Fissinolide",0.273
"CMP1","LSM-7775","MLS003129210",0.273
"CMP1","LSM-7626","BRD-K58747666",0.273
"CMP1","LSM-7805","BRD-K72783054",0.273
"CMP1","LSM-12110","BRD-K60836534",0.273
"CMP1","LSM-12084","BRD-K60477597",0.273
"CMP1","LSM-45145","HMS1361J12",0.273
"CMP1","LSM-15307","ASN 05555956",0.273
"CMP1","LSM-17663","MLS003130093",0.273
"CMP1","LSM-17450","BRD-K68312794",0.273
"CMP1","LSM-17555","BRD-K39435284",0.273
"CMP1","LSM-17657","BRD-K70936779",0.273
"CMP1","LSM-20029","BRD-K14431723",0.273
"CMP1","LSM-20056","BRD-K99034771",0.273
"CMP1","LSM-21624","AC1NWAOC",0.273
"CMP1","LSM-20201","BRD-K42126155",0.273
"CMP1","LSM-20085","BRD-K28874552",0.273
"CMP1","LSM-22442","BRD-K87082948",0.273
"CMP1","LSM-22955","BRD-K90544118",0.273
"CMP1","LSM-25280","BRD-K89397494",0.273
"CMP1","LSM-25350","BRD-K72842159",0.273
"CMP1","LSM-24777","BRD-K58644442",0.273
"CMP1","LSM-25446","BRD-K42185771",0.273
"CMP1","LSM-25508","BRD-K81510336",0.273
"CMP1","LSM-25509","BRD-K25540102",0.273
"CMP1","LSM-30401","BRD-K76518272",0.273
"CMP1","LSM-30428","BRD-K73899643",0.273
"CMP1","LSM-30553","BRD-K20846358",0.273
"CMP1","LSM-8297","BRD-K61553312",0.273
"CMP1","LSM-7641","BRD-K60002786",0.273
"CMP1","LSM-12656","BRD-K69332942",0.273
"CMP1","LSM-7489","BRD-K49594309-001-01-6",0.273
"CMP1","LSM-6402","BRD-A16104308",0.273
"CMP1","LSM-44809","BRD-K60238549",0.273
"CMP1","LSM-12212","BRD-K62307953",0.273
"CMP1","LSM-12061","BRD-K60073229",0.273
"CMP1","LSM-12429","BRD-K65603160",0.273
"CMP1","LSM-13882","BRD-K88709513",0.273
"CMP1","LSM-23963","MLS003129571",0.273
"CMP1","LSM-14203","BRD-K94217081",0.273
"CMP1","LSM-17599","BRD-K96377358",0.273
"CMP1","LSM-17632","BRD-K09779858",0.273
"CMP1","LSM-23993","BRD-K17321630-001-01-2",0.273
"CMP1","LSM-36863","CHEMBL300226",0.273
"CMP1","LSM-22963","BRD-K64329997",0.273
"CMP1","LSM-25539","BRD-K72651085",0.273
"CMP1","LSM-25320","BRD-K06261202",0.273
"CMP1","LSM-25331","BRD-K63410075",0.273
"CMP1","LSM-25379","BRD-K75331656",0.273
"CMP1","LSM-20199","BRD-K07939054",0.273
"CMP1","LSM-20208","BRD-K05050615",0.273
"CMP1","LSM-24861","MLS003129135",0.273
"CMP1","LSM-18379","BRD-K58977196",0.273
"CMP1","LSM-13223","BRD-K78420710",0.273
"CMP1","LSM-23197","BRD-K13402684",0.273
"CMP1","LSM-13428","BRD-K81940726",0.273
"CMP1","LSM-13277","BRD-K79333016",0.273
"CMP1","LSM-25113","BRD-K84606053",0.273
"CMP1","LSM-25011","BRD-K51270604",0.273
"CMP1","LSM-24865","SCHEMBL17487090",0.273
"CMP1","LSM-14116","BRD-K92789454",0.272
"CMP1","LSM-11412","BRD-K49076793",0.272
"CMP1","LSM-12290","BRD-K63428678",0.272
"CMP1","LSM-10116","BRD-K27919582",0.272
"CMP1","LSM-11353","BRD-K48047626",0.272
"CMP1","LSM-12574","BRD-K68047011",0.272
"CMP1","LSM-44736","BRD-K33284065",0.272
"CMP1","LSM-39297","BRD-K36961456",0.272
"CMP1","LSM-41439","BRD-K76351896",0.272
"CMP1","LSM-41302","BRD-K74152472",0.272
"CMP1","LSM-42401","BRD-K94385551",0.272
"CMP1","LSM-44720","BRD-K26130452",0.272
"CMP1","LSM-38747","BRD-K27198330",0.271
"CMP1","LSM-40019","BRD-K49508167",0.271
"CMP1","LSM-41269","BRD-K73592400",0.271
"CMP1","LSM-41289","BRD-K73939795",0.271
"CMP1","LSM-41860","BRD-K83954980",0.271
"CMP1","LSM-37801","BRD-K10170503",0.271
"CMP1","LSM-37910","BRD-K12402761",0.271
"CMP1","LSM-38506","BRD-K22828548",0.271
"CMP1","LSM-38631","BRD-K24893212",0.271
"CMP1","LSM-39363","BRD-K38103660",0.271
"CMP1","LSM-39662","BRD-K43524201",0.271
"CMP1","LSM-39798","BRD-K45695271",0.271
"CMP1","LSM-40281","BRD-K55010869",0.271
"CMP1","LSM-40992","BRD-K68455755",0.271
"CMP1","LSM-41425","BRD-K76138094",0.271
"CMP1","LSM-26326","SMR000119052",0.271
"CMP1","LSM-11626","BRD-K52303942",0.271
"CMP1","LSM-40056","BRD-K50277523",0.271
"CMP1","LSM-11161","BRD-K44911253",0.271
"CMP1","LSM-45703","Eperezolid",0.271
"CMP1","LSM-16318","ST50841141",0.271
"CMP1","LSM-9208","BRD-K13019660",0.271
"CMP1","LSM-31258","GNF-PF-2718",0.271
"CMP1","LSM-5801","Dyclonine",0.271
"CMP1","LSM-5573","Pramoxine",0.271
"CMP1","LSM-35808","BRD-K45508763",0.271
"CMP1","LSM-11509","BRD-K50641952",0.271
"CMP1","LSM-9894","CHEMBL2362720",0.271
"CMP1","LSM-37731","BRD-K08443710",0.271
"CMP1","LSM-12313","BRD-K63811860",0.271
"CMP1","LSM-12232","BRD-K62657501",0.271
"CMP1","LSM-10890","CHEMBL2355142",0.271
"CMP1","LSM-10504","CHEMBL2356998",0.271
"CMP1","LSM-13987","CHEMBL2361250",0.271
"CMP1","LSM-13705","BRD-K86154664",0.271
"CMP1","LSM-14101","CHEMBL2355882",0.271
"CMP1","LSM-14319","BRD-K96021399",0.271
"CMP1","LSM-20024","BRD-K26552461",0.271
"CMP1","LSM-20012","CHEMBL2359795",0.271
"CMP1","LSM-23059","BRD-K58585880",0.271
"CMP1","LSM-8813","BRD-K06559861",0.271
"CMP1","LSM-9080","BRD-K10768305",0.271
"CMP1","LSM-9790","BRD-K22451824",0.271
"CMP1","LSM-9552","BRD-K18713590",0.271
"CMP1","LSM-11842","BRD-K56417931",0.271
"CMP1","LSM-13750","BRD-K86824573",0.271
"CMP1","LSM-13123","BRD-K76688397",0.271
"CMP1","LSM-25288","BRD-K25312635",0.271
"CMP1","LSM-20033","BRD-K67586245",0.271
"CMP1","LSM-9108","BRD-K11133230",0.271
"CMP1","LSM-9876","BRD-K23960714",0.271
"CMP1","LSM-25229","BRD-K35347834",0.271
"CMP1","LSM-24893","BRD-K04877446",0.271
"CMP1","LSM-7294","BRD-K34730083",0.271
"CMP1","LSM-8036","BRD-K93061078",0.271
"CMP1","LSM-7285","BRD-K33889536",0.271
"CMP1","LSM-8295","BRD-K61045425",0.271
"CMP1","LSM-7564","BRD-K54671386",0.271
"CMP1","LSM-7879","MLS003130344",0.271
"CMP1","LSM-7145","BRD-K22790182",0.271
"CMP1","LSM-7523","BRD-K52199185",0.271
"CMP1","LSM-7434","MLS003129588",0.271
"CMP1","LSM-7746","BRD-K67269534",0.271
"CMP1","LSM-7323","BRD-K37167897",0.271
"CMP1","LSM-8163","BRD-K21363211",0.271
"CMP1","LSM-8374","MLS003129208",0.271
"CMP1","LSM-20560","AC1MK69A",0.271
"CMP1","LSM-7793","BRD-K70940447",0.271
"CMP1","LSM-23947","MLS003129748",0.271
"CMP1","LSM-35620","BRD-K28264750",0.271
"CMP1","LSM-35474","BRD-K18109695",0.271
"CMP1","LSM-35445","BRD-K16929626",0.271
"CMP1","LSM-9143","BRD-K11833731",0.271
"CMP1","LSM-9509","BRD-K18001731",0.271
"CMP1","LSM-13749","BRD-K86800060",0.271
"CMP1","LSM-12426","BRD-K65504774",0.271
"CMP1","LSM-9698","BRD-K20827972",0.271
"CMP1","LSM-9838","BRD-K23406211",0.271
"CMP1","LSM-11171","BRD-K45098285",0.271
"CMP1","LSM-11239","BRD-K46120075",0.271
"CMP1","LSM-13728","BRD-K86530412",0.271
"CMP1","LSM-14125","BRD-K92925409",0.271
"CMP1","LSM-8631","BRD-K03210181",0.271
"CMP1","LSM-8953","BRD-K08668362",0.271
"CMP1","LSM-34027","BRD-K92569554",0.27
"CMP1","LSM-35921","BRD-K56188606",0.27
"CMP1","LSM-36228","BRD-K86884344",0.27
"CMP1","LSM-42045","BRD-K87554792",0.27
"CMP1","LSM-34985","BRD-K65337672-001-01-8",0.27
"CMP1","LSM-35003","BRD-K29081836-001-01-0",0.27
"CMP1","LSM-35036","BRD-K92404768-001-01-8",0.27
"CMP1","LSM-34924","BRD-K79287319-001-01-8",0.27
"CMP1","LSM-34977","BRD-K92163754-001-01-6",0.27
"CMP1","LSM-23031","BRD-K13052191",0.27
"CMP1","LSM-36224","BRD-K86722849",0.27
"CMP1","LSM-42119","BRD-K88994971",0.27
"CMP1","LSM-25654","Phlorizin",0.27
"CMP1","LSM-35035","BRD-K65975183-001-01-7",0.27
"CMP1","LSM-35348","BRD-K12709183",0.27
"CMP1","LSM-11331","BRD-K47663354",0.27
"CMP1","LSM-10913","BRD-K40676967",0.27
"CMP1","LSM-15063","BRD-K88925856",0.27
"CMP1","LSM-44602","MW-SHH-54",0.27
"CMP1","LSM-43296","PRESTWICK2_000988",0.27
"CMP1","LSM-12352","BRD-K64302818",0.27
"CMP1","LSM-15128","BRD-K29097491",0.27
"CMP1","LSM-13309","BRD-K79968414",0.27
"CMP1","LSM-42863","Harpagoside",0.27
"CMP1","LSM-36167","CHEMBL2360533",0.27
"CMP1","LSM-9705","BRD-K20954269",0.27
"CMP1","LSM-30103","BRD-K39206254",0.27
"CMP1","LSM-30203","BRD-K75703503",0.27
"CMP1","LSM-30248","BRD-K09863466",0.27
"CMP1","LSM-30366","BRD-K39649774",0.27
"CMP1","LSM-30446","BRD-K38084509",0.27
"CMP1","LSM-30437","BRD-K04495110",0.27
"CMP1","LSM-30483","BRD-K24825509",0.27
"CMP1","LSM-30496","BRD-K30284601",0.27
"CMP1","LSM-3733","MLS002264414",0.27
"CMP1","LSM-30145","BRD-K95666495",0.27
"CMP1","LSM-33906","BRD-K59087082",0.27
"CMP1","LSM-33739","BRD-K12431811",0.27
"CMP1","LSM-40136","BRD-K51911655",0.27
"CMP1","LSM-30337","BRD-K83436911",0.27
"CMP1","LSM-33669","BRD-K66865641",0.27
"CMP1","LSM-42503","BRD-K96400713",0.27
"CMP1","LSM-21873","BRD-K97676527-001-01-8",0.27
"CMP1","LSM-21917","BRD-K69233724-001-01-3",0.27
"CMP1","LSM-33685","BRD-K21206585",0.27
"CMP1","LSM-33850","BRD-K91397206",0.27
"CMP1","LSM-33745","BRD-K89638177",0.27
"CMP1","LSM-36132","BRD-K76628522",0.27
"CMP1","LSM-36202","BRD-K84663394",0.27
"CMP1","LSM-37311","BRD-K00518397",0.27
"CMP1","LSM-40045","BRD-K50037482",0.27
"CMP1","LSM-21950","BRD-K27442509-001-01-2",0.27
"CMP1","LSM-28785","BRD-K18861574-001-01-4",0.27
"CMP1","LSM-28892","BRD-K51051798-001-01-0",0.27
"CMP1","LSM-28671","SMR000060598",0.27
"CMP1","LSM-16437","MLS000732550",0.27
"CMP1","LSM-33695","BRD-K06876397",0.27
"CMP1","LSM-9072","BRD-K10680649",0.27
"CMP1","LSM-9726","BRD-K21384842",0.27
"CMP1","LSM-10998","BRD-K42383812",0.27
"CMP1","LSM-12562","BRD-K67788404",0.27
"CMP1","LSM-28850","BRD-K52989901",0.27
"CMP1","LSM-28722","BRD-K78347804",0.27
"CMP1","LSM-30363","BRD-K75900952",0.27
"CMP1","LSM-30048","BRD-K17065706",0.27
"CMP1","LSM-30056","BRD-K81642886",0.27
"CMP1","LSM-30543","BRD-K99827210",0.27
"CMP1","LSM-40312","BRD-K55426263",0.27
"CMP1","LSM-10498","BRD-K34336958",0.27
"CMP1","LSM-33901","BRD-K93488589",0.27
"CMP1","LSM-29979","BRD-K93774122",0.27
"CMP1","LSM-10895","BRD-K40442760",0.27
"CMP1","LSM-30035","BRD-K27915221",0.27
"CMP1","LSM-28975","BRD-K69435400",0.27
"CMP1","LSM-5702","BRD-K60460488-066-01-0",0.27
"CMP1","LSM-38546","BRD-K23438281",0.27
"CMP1","LSM-5819","Nelfinavir",0.27
"CMP1","LSM-15018","BRD-K03056434",0.269
"CMP1","LSM-1639","Dihydroegotamine",0.269
"CMP1","LSM-1643","AC1NWAJL",0.269
"CMP1","LSM-1448","SDZ WAG 994",0.269
"CMP1","LSM-5153","17-Hydroxyandrost-4-en-3-one",0.269
"CMP1","LSM-31126","BRD-K11120091",0.269
"CMP1","LSM-33734","BRD-K25878187",0.269
"CMP1","LSM-33813","BRD-K79376287",0.269
"CMP1","LSM-35557","BRD-K22487336",0.269
"CMP1","LSM-35821","BRD-K46141002",0.269
"CMP1","LSM-35930","BRD-K56879482",0.269
"CMP1","LSM-35792","BRD-K44427106",0.269
"CMP1","LSM-35654","BRD-K31577322",0.269
"CMP1","LSM-39714","BRD-K44320761",0.269
"CMP1","LSM-15129","MLS003130041",0.269
"CMP1","LSM-21293","BRD-K23893992-001-01-4",0.269
"CMP1","LSM-21335","BRD-K92894683-001-01-2",0.269
"CMP1","LSM-1670","PRESTWICK3_000121",0.269
"CMP1","LSM-33673","BRD-K42995703",0.269
"CMP1","LSM-33820","BRD-K99119142",0.269
"CMP1","LSM-33723","BRD-K36852613",0.269
"CMP1","LSM-33743","BRD-K92291448",0.269
"CMP1","LSM-33758","BRD-K61886116",0.269
"CMP1","LSM-35855","BRD-K49338297",0.269
"CMP1","LSM-35735","BRD-K38854468",0.269
"CMP1","LSM-21555","CHEMBL2355491",0.269
"CMP1","LSM-36221","BRD-K86293440",0.269
"CMP1","LSM-9125","BRD-K11436949",0.269
"CMP1","LSM-21551","BRD-K01570985-001-01-3",0.269
"CMP1","LSM-5750","Linezolid",0.269
"CMP1","LSM-27637","SMR000156432",0.269
"CMP1","LSM-11057","BRD-K43225681",0.269
"CMP1","LSM-6550","Bromocriptine",0.269
"CMP1","LSM-15155","CHEMBL2362313",0.269
"CMP1","LSM-11616","BRD-K52123998",0.269
"CMP1","LSM-44964","CID 73707469",0.269
"CMP1","LSM-1628","SCHEMBL11977669",0.269
"CMP1","LSM-12088","BRD-K60581054",0.269
"CMP1","LSM-5805","BRD-K72853990-066-01-3",0.269
"CMP1","LSM-4394","SDCCGMLS-0066838.P001",0.269
"CMP1","LSM-1746","2-Bromo-.alpha.-ergocryptine",0.269
"CMP1","LSM-1817","SPECTRUM_000090",0.269
"CMP1","LSM-10284","BRD-K30794866",0.269
"CMP1","LSM-10573","BRD-K35738777",0.269
"CMP1","LSM-45362","",0.269
"CMP1","LSM-16475","MLS000120089",0.269
"CMP1","LSM-14461","BRD-K98123586",0.269
"CMP1","LSM-15136","BRD-K35443780",0.269
"CMP1","LSM-15154","BRD-K68315360",0.269
"CMP1","LSM-3619","Dihydroergotamine",0.269
"CMP1","LSM-20107","BRD-K92059157",0.269
"CMP1","LSM-8439","BRD-K00248931",0.269
"CMP1","LSM-8646","BRD-K03430401",0.269
"CMP1","LSM-9442","BRD-K16775575",0.269
"CMP1","LSM-9483","BRD-K17546203",0.269
"CMP1","LSM-10414","BRD-K32755775",0.269
"CMP1","LSM-10485","BRD-K33994902",0.269
"CMP1","LSM-10067","BRD-K27049144",0.269
"CMP1","LSM-10490","BRD-K34106732",0.269
"CMP1","LSM-11015","BRD-K42626894",0.269
"CMP1","LSM-2564","Epitestosterone",0.269
"CMP1","LSM-10608","BRD-K36138091",0.269
"CMP1","LSM-11458","BRD-K49896210",0.269
"CMP1","LSM-11357","BRD-K48076585",0.269
"CMP1","LSM-33267","STK274719",0.269
"CMP1","LSM-12409","MLS004342460",0.269
"CMP1","LSM-13891","BRD-K88897538",0.269
"CMP1","LSM-13853","BRD-K88282487",0.269
"CMP1","LSM-14524","BRD-K99198153",0.269
"CMP1","LSM-25115","BRD-K42789863",0.269
"CMP1","LSM-13835","BRD-K88058683",0.269
"CMP1","LSM-31511","BRD-K97520136-001-01-1",0.269
"CMP1","LSM-9192","BRD-K12868556",0.269
"CMP1","LSM-9682","BRD-K20604601",0.269
"CMP1","LSM-9908","BRD-K24427824",0.269
"CMP1","LSM-13785","BRD-K87340398",0.269
"CMP1","LSM-9827","BRD-K23058957",0.269
"CMP1","LSM-10646","BRD-K36671795",0.269
"CMP1","LSM-13759","BRD-K86894923",0.269
"CMP1","LSM-44693","BRD-K13868095",0.269
"CMP1","LSM-33772","BRD-K61414850",0.269
"CMP1","LSM-35773","BRD-K42575648",0.269
"CMP1","LSM-33852","BRD-K63632606-001-01-5",0.269
"CMP1","LSM-34993","BRD-K16573415-001-01-0",0.269
"CMP1","LSM-35023","BRD-K12188384-001-01-8",0.269
"CMP1","LSM-34897","BRD-K74987780-001-01-8",0.269
"CMP1","LSM-34903","BRD-K36527604-001-01-3",0.269
"CMP1","LSM-34956","BRD-K11182882-001-01-9",0.269
"CMP1","LSM-28700","T0520-4919",0.269
"CMP1","LSM-35757","BRD-K40923781",0.269
"CMP1","LSM-35367","BRD-K13211285",0.269
"CMP1","LSM-35913","BRD-K55459289",0.269
"CMP1","LSM-39643","BRD-K43212439",0.269
"CMP1","LSM-33658","BRD-K02427665-001-01-2",0.269
"CMP1","LSM-34932","BRD-K30311018-001-01-8",0.269
"CMP1","LSM-34951","BRD-K14166322-001-01-7",0.269
"CMP1","LSM-6320","Anacardic acid",0.269
"CMP1","LSM-16312","MLS000556823",0.269
"CMP1","LSM-19199","SMR000207061",0.269
"CMP1","LSM-20005","5-Nonyloxytryptamine",0.269
"CMP1","LSM-44915","BRD-K95642310",0.269
"CMP1","LSM-36249","CHEMBL2354964",0.269
"CMP1","LSM-46164","Damsin",0.268
"CMP1","LSM-37975","BRD-K13674694",0.268
"CMP1","LSM-39400","BRD-K38725747",0.268
"CMP1","LSM-39962","BRD-K48478472",0.268
"CMP1","LSM-44998","BRD-M03805540",0.268
"CMP1","LSM-45020","BRD-M30664582",0.268
"CMP1","LSM-41221","BRD-K72808738",0.268
"CMP1","LSM-41108","BRD-K70559158",0.268
"CMP1","LSM-17591","CHEMBL2141199",0.268
"CMP1","LSM-41732","BRD-K81690566",0.268
"CMP1","LSM-45858","Birinapant",0.268
"CMP1","LSM-10442","BRD-K33065959",0.268
"CMP1","LSM-11174","BRD-K45124535",0.268
"CMP1","LSM-11823","BRD-K56167818",0.268
"CMP1","LSM-10920","BRD-K40959762",0.268
"CMP1","LSM-11300","BRD-K47064511",0.268
"CMP1","LSM-11759","BRD-K54971989",0.268
"CMP1","LSM-13672","BRD-K85684641",0.268
"CMP1","LSM-13295","BRD-K79750489",0.268
"CMP1","LSM-29829","BRD-K82729465",0.268
"CMP1","LSM-29788","BRD-K55169051",0.268
"CMP1","LSM-29875","BRD-K91043938",0.268
"CMP1","LSM-29889","BRD-K39328339",0.268
"CMP1","LSM-29906","BRD-K12107412",0.268
"CMP1","LSM-29969","BRD-K29379705",0.268
"CMP1","LSM-34037","BRD-K38450726",0.268
"CMP1","LSM-33947","BRD-K86842652",0.268
"CMP1","LSM-33977","BRD-K71647210",0.268
"CMP1","LSM-39475","BRD-K40034229",0.268
"CMP1","LSM-40893","BRD-K66351990",0.268
"CMP1","LSM-15716","BRD-K91934571-001-01-2",0.268
"CMP1","LSM-7789","MLS003129733",0.268
"CMP1","LSM-6870","BRD-K01008530",0.268
"CMP1","LSM-34123","BRD-K21450593",0.268
"CMP1","LSM-40044","BRD-K50012739",0.268
"CMP1","LSM-41137","BRD-K71032892",0.268
"CMP1","LSM-23916","MLS003129402",0.268
"CMP1","LSM-23955","MLS003129558",0.268
"CMP1","LSM-23964","MLS003129732",0.268
"CMP1","LSM-23999","MLS003129443",0.268
"CMP1","LSM-15648","BRD-K73894303-001-01-5",0.268
"CMP1","LSM-34255","BRD-K04425475-001-01-4",0.268
"CMP1","LSM-23946","MLS003129227",0.268
"CMP1","LSM-6869","BRD-K00913793",0.268
"CMP1","LSM-12949","BRD-K73804157",0.268
"CMP1","LSM-9413","BRD-K16339566",0.268
"CMP1","LSM-8156","MLS003129239",0.268
"CMP1","LSM-7080","SCHEMBL17487110",0.268
"CMP1","LSM-8330","MLS003129765",0.268
"CMP1","LSM-8392","MLS003129539",0.268
"CMP1","LSM-13607","BRD-K84718005",0.268
"CMP1","LSM-13984","BRD-K90061989",0.268
"CMP1","LSM-10245","BRD-K29996103",0.268
"CMP1","LSM-8285","MLS003129620",0.268
"CMP1","LSM-14504","BRD-K98980304",0.268
"CMP1","LSM-14133","BRD-K92986600",0.268
"CMP1","LSM-23279","BRD-K42679620",0.268
"CMP1","LSM-23349","BRD-K21927299",0.268
"CMP1","LSM-23353","BRD-K69291887",0.268
"CMP1","LSM-23985","MLS003129109",0.268
"CMP1","LSM-29730","BRD-K51054674",0.268
"CMP1","LSM-29846","BRD-K76664579",0.268
"CMP1","LSM-8450","BRD-K00382464",0.268
"CMP1","LSM-8467","BRD-K00549770",0.268
"CMP1","LSM-8612","BRD-K02847640",0.268
"CMP1","LSM-12648","BRD-K69197680",0.268
"CMP1","LSM-10007","BRD-K26038019",0.268
"CMP1","LSM-9744","BRD-K21630495",0.268
"CMP1","LSM-8386","BRD-K85736239",0.268
"CMP1","LSM-23468","BRD-K90526956",0.268
"CMP1","LSM-10160","BRD-K28585560",0.268
"CMP1","LSM-10609","BRD-K36144252",0.268
"CMP1","LSM-11586","BRD-K51620275",0.268
"CMP1","LSM-12404","BRD-K65127260",0.268
"CMP1","LSM-12872","BRD-K72424685",0.268
"CMP1","LSM-14088","BRD-K92134560",0.268
"CMP1","LSM-13132","BRD-K76876037",0.268
"CMP1","LSM-13933","BRD-K89386994",0.268
"CMP1","LSM-11307","BRD-K47119747",0.268
"CMP1","LSM-23252","BRD-K79995507",0.268
"CMP1","LSM-23403","BRD-K78904317",0.268
"CMP1","LSM-21620","AC1N1TWZ",0.268
"CMP1","LSM-13382","BRD-K80932888",0.268
"CMP1","LSM-24686","BRD-K97339945",0.268
"CMP1","LSM-29384","BRD-K97086564",0.268
"CMP1","LSM-29434","BRD-K08658757",0.268
"CMP1","LSM-29615","BRD-K40804250",0.268
"CMP1","LSM-29511","BRD-K69241192",0.268
"CMP1","LSM-3563","TRAP-101",0.268
"CMP1","LSM-5912","Perospirone",0.268
"CMP1","LSM-7074","MLS003129436",0.268
"CMP1","LSM-7388","MLS003129743",0.268
"CMP1","LSM-7425","MLS003129544",0.268
"CMP1","LSM-7454","MLS003129255",0.268
"CMP1","LSM-7361","BRD-K40199965",0.268
"CMP1","LSM-24017","MLS003129582",0.268
"CMP1","LSM-23987","MLS003129661",0.268
"CMP1","LSM-24053","MLS003130225",0.268
"CMP1","LSM-23874","MLS003129099",0.268
"CMP1","LSM-7529","SCHEMBL17487103",0.268
"CMP1","LSM-7284","BRD-K33832590",0.268
"CMP1","LSM-9931","BRD-K24748809",0.268
"CMP1","LSM-8337","MLS003129137",0.268
"CMP1","LSM-8115","MLS003129931",0.268
"CMP1","LSM-24022","BRD-K87186563-001-01-5",0.268
"CMP1","LSM-23938","MLS003129181",0.268
"CMP1","LSM-29410","BRD-K87080934",0.268
"CMP1","LSM-29565","BRD-K60828476",0.268
"CMP1","LSM-29489","BRD-K13301506",0.268
"CMP1","LSM-29534","BRD-K81574470",0.268
"CMP1","LSM-7624","BRD-K58377762",0.268
"CMP1","LSM-10453","BRD-K33341138",0.268
"CMP1","LSM-40320","BRD-K55623459",0.267
"CMP1","LSM-41954","BRD-K85821758",0.267
"CMP1","LSM-42772","Angiotensin II",0.267
"CMP1","LSM-8585","BRD-K02445831",0.267
"CMP1","LSM-9648","BRD-K20065144",0.267
"CMP1","LSM-9498","BRD-K17783155",0.267
"CMP1","LSM-13255","BRD-K79025148",0.267
"CMP1","LSM-45287","Angiotensin II human",0.267
"CMP1","LSM-2039","SMR001317716",0.267
"CMP1","LSM-34468","BRD-K81706364",0.267
"CMP1","LSM-34503","BRD-K87404495",0.267
"CMP1","LSM-34511","BRD-K81884775",0.267
"CMP1","LSM-34526","BRD-K77965546",0.267
"CMP1","LSM-34430","BRD-K32947579",0.267
"CMP1","LSM-36324","BRD-K96623405",0.267
"CMP1","LSM-27890","SMR000030979",0.267
"CMP1","LSM-4917","AG-205/37268006",0.267
"CMP1","LSM-39465","BRD-K39887954",0.267
"CMP1","LSM-40617","BRD-K61148205",0.267
"CMP1","LSM-27731","Moronic acid",0.267
"CMP1","LSM-43058","CGC-11144",0.267
"CMP1","LSM-34509","BRD-K18294143",0.267
"CMP1","LSM-34387","BRD-K95648552",0.267
"CMP1","LSM-34419","BRD-K75076471",0.267
"CMP1","LSM-34311","BRD-K70378808",0.267
"CMP1","LSM-34352","BRD-K73042446",0.267
"CMP1","LSM-34294","BRD-K83135157",0.267
"CMP1","LSM-34297","BRD-K95573463",0.267
"CMP1","LSM-28876","BRD-K55855103",0.267
"CMP1","LSM-36048","BRD-K68333644",0.267
"CMP1","LSM-37521","BRD-K04512584",0.267
"CMP1","LSM-37403","BRD-K02279849",0.267
"CMP1","LSM-22623","RO-201724",0.267
"CMP1","LSM-38776","BRD-K27586181",0.267
"CMP1","LSM-38932","BRD-K30409687",0.267
"CMP1","LSM-39280","BRD-K36754063",0.267
"CMP1","LSM-39130","BRD-K34051200",0.267
"CMP1","LSM-39988","BRD-K48835133",0.267
"CMP1","LSM-40884","BRD-K66191602",0.267
"CMP1","LSM-42042","BRD-K87508191",0.267
"CMP1","LSM-42420","BRD-K95052025",0.267
"CMP1","LSM-42440","BRD-K95409124",0.267
"CMP1","LSM-42362","BRD-K93610587",0.267
"CMP1","LSM-24329","AC1LDI1R",0.267
"CMP1","LSM-27892","MLS000877142",0.267
"CMP1","LSM-28802","MLS003130018",0.267
"CMP1","LSM-4267","CID 490709",0.267
"CMP1","LSM-12632","BRD-K68864067",0.267
"CMP1","LSM-12921","BRD-K73334096-001-01-3",0.267
"CMP1","LSM-2694","IN1183",0.267
"CMP1","LSM-9054","BRD-K10287818-001-01-6",0.267
"CMP1","LSM-8957","BRD-K08720480",0.267
"CMP1","LSM-8743","BRD-K05315233",0.267
"CMP1","LSM-9126","CHEMBL2359007",0.267
"CMP1","LSM-13920","BRD-K89222788",0.267
"CMP1","LSM-10317","BRD-K31230167-001-01-8",0.267
"CMP1","LSM-10062","BRD-K26929400",0.267
"CMP1","LSM-11121","BRD-K44097254",0.267
"CMP1","LSM-3193","Risperidone",0.267
"CMP1","LSM-44750","BRD-K36128472",0.267
"CMP1","LSM-18744","MLS000119832",0.267
"CMP1","LSM-28832","BRD-K52310606",0.267
"CMP1","LSM-8564","BRD-K02125996-001-01-2",0.267
"CMP1","LSM-8559","BRD-K02061388",0.267
"CMP1","LSM-9212","BRD-K13094522",0.267
"CMP1","LSM-12689","BRD-K69792693-001-01-5",0.267
"CMP1","LSM-10069","BRD-K27113545",0.267
"CMP1","LSM-10119","BRD-K27948561",0.267
"CMP1","LSM-10831","BRD-K39550135",0.267
"CMP1","LSM-10840","BRD-K39662808",0.267
"CMP1","LSM-10665","BRD-K36970122",0.267
"CMP1","LSM-11382","BRD-K48545097",0.267
"CMP1","LSM-11869","BRD-K56916068",0.267
"CMP1","LSM-44789","BRD-K52515416",0.267
"CMP1","LSM-33447","MLS000570346",0.267
"CMP1","LSM-12916","BRD-K73290601",0.267
"CMP1","LSM-13595","BRD-K84497718",0.267
"CMP1","LSM-44879","BRD-K84121706",0.267
"CMP1","LSM-14426","BRD-K97630236",0.267
"CMP1","LSM-14570","BRD-K99927461",0.267
