"User-added Compound","LINCS Analog","LINCS Analog Name","Similarity"
"CMP1","LSM-14837","BRD-K46295497",0.351
"CMP1","LSM-15381","Rauwolscine",0.351
"CMP1","LSM-14749","BRD-K20192397",0.351
"CMP1","LSM-14783","BRD-K29360016",0.351
"CMP1","LSM-14785","BRD-K30371494",0.351
"CMP1","LSM-14794","BRD-K31883841",0.351
"CMP1","LSM-14814","BRD-K40635448",0.351
"CMP1","LSM-14743","BRD-K17817744",0.351
"CMP1","LSM-14935","BRD-K78099132",0.351
"CMP1","LSM-14876","BRD-K60212338",0.351
"CMP1","LSM-14874","BRD-K59472400",0.351
"CMP1","LSM-30323","BRD-K14163107",0.351
"CMP1","LSM-30412","BRD-K97777287",0.351
"CMP1","LSM-30566","BRD-K76713927",0.351
"CMP1","LSM-6031","BRD-K99712306-003-01-2",0.351
"CMP1","LSM-14828","BRD-K42740486",0.351
"CMP1","LSM-14700","BRD-K06314140",0.351
"CMP1","LSM-14891","BRD-K64968742",0.351
"CMP1","LSM-14929","BRD-K76437403",0.351
"CMP1","LSM-14934","BRD-K78009480",0.351
"CMP1","LSM-14713","BRD-K08891029",0.351
"CMP1","LSM-14726","BRD-K14340046",0.351
"CMP1","LSM-14746","BRD-K19534956",0.351
"CMP1","LSM-14788","BRD-K31042955",0.351
"CMP1","LSM-14799","BRD-K36048022",0.351
"CMP1","LSM-14810","BRD-K39271757",0.351
"CMP1","LSM-14816","BRD-K40829514",0.351
"CMP1","LSM-30574","BRD-K88997070",0.351
"CMP1","LSM-43159","SCHEMBL10015911",0.351
"CMP1","LSM-45826","Bimatoprost",0.351
"CMP1","LSM-5678","SPBIO_002272",0.351
"CMP1","LSM-1831","AC1L99UL",0.35
"CMP1","LSM-17803","BRD-K87942399",0.35
"CMP1","LSM-17817","BRD-K02778838",0.35
"CMP1","LSM-7043","MLS003129650",0.35
"CMP1","LSM-34030","BRD-K65379489",0.35
"CMP1","LSM-33949","BRD-K53936012",0.35
"CMP1","LSM-34227","BRD-K34718147",0.35
"CMP1","LSM-8313","BRD-K64649802",0.35
"CMP1","LSM-37546","BRD-K05205967",0.35
"CMP1","LSM-34009","BRD-K36228696",0.35
"CMP1","LSM-38783","BRD-K27775808",0.35
"CMP1","LSM-38828","BRD-K28583191",0.35
"CMP1","LSM-39815","BRD-K45937240",0.35
"CMP1","LSM-7670","MLS003130233",0.35
"CMP1","LSM-6924","BRD-K05041276",0.35
"CMP1","LSM-7176","BRD-K25583560",0.35
"CMP1","LSM-7301","BRD-K35234011",0.35
"CMP1","LSM-7316","BRD-K36702054",0.35
"CMP1","LSM-8231","BRD-K40958081",0.35
"CMP1","LSM-34168","BRD-K65932559",0.35
"CMP1","LSM-34240","BRD-K19439598",0.35
"CMP1","LSM-24798","MLS003129374",0.35
"CMP1","LSM-5298","Spectinomycin",0.35
"CMP1","LSM-7254","BRD-K31096204",0.35
"CMP1","LSM-7675","BRD-K62114978",0.35
"CMP1","LSM-13227","BRD-K78483792",0.35
"CMP1","LSM-13577","BRD-K84218095",0.35
"CMP1","LSM-6957","BRD-K07581216",0.35
"CMP1","LSM-18076","BRD-K79734831",0.35
"CMP1","LSM-17966","BRD-K10571700",0.35
"CMP1","LSM-17929","BRD-K32319151",0.35
"CMP1","LSM-8420","BRD-K96708215",0.35
"CMP1","LSM-7271","BRD-K32796290",0.35
"CMP1","LSM-9765","BRD-K22080587",0.35
"CMP1","LSM-8162","BRD-K21305828",0.35
"CMP1","LSM-10032","BRD-K26484692",0.35
"CMP1","LSM-11496","BRD-K50366616",0.35
"CMP1","LSM-13582","BRD-K84307821",0.35
"CMP1","LSM-13054","BRD-K75633187",0.35
"CMP1","LSM-17891","BRD-K62329160",0.35
"CMP1","LSM-17908","BRD-K28846321",0.35
"CMP1","LSM-9701","BRD-K20876879",0.35
"CMP1","LSM-13460","BRD-K82332258",0.35
"CMP1","LSM-13258","BRD-K79064338",0.35
"CMP1","LSM-29339","BRD-K32702774",0.349
"CMP1","LSM-29252","BRD-K39027348",0.349
"CMP1","LSM-29258","BRD-K23435841",0.349
"CMP1","LSM-15019","BRD-K03111155",0.349
"CMP1","LSM-35121","BRD-K02691653",0.349
"CMP1","LSM-41227","BRD-K72913684",0.349
"CMP1","LSM-8245","BRD-K45630356",0.349
"CMP1","LSM-7381","BRD-K42054363",0.349
"CMP1","LSM-8873","BRD-K07493900",0.349
"CMP1","LSM-35399","BRD-K15202679",0.349
"CMP1","LSM-38517","BRD-K22951866",0.349
"CMP1","LSM-23942","MLS003129407",0.349
"CMP1","LSM-23943","MLS003129351",0.349
"CMP1","LSM-23997","MLS003129188",0.349
"CMP1","LSM-22519","BRD-K78565686-001-01-3",0.349
"CMP1","LSM-8130","BRD-K07912534",0.349
"CMP1","LSM-6951","MLS003129243",0.349
"CMP1","LSM-9121","BRD-K11401851",0.349
"CMP1","LSM-10005","MLS003128793",0.349
"CMP1","LSM-10075","BRD-K27237215",0.349
"CMP1","LSM-15934","BRD-K76729384",0.349
"CMP1","LSM-18087","BRD-K41185648",0.349
"CMP1","LSM-18299","BRD-K46401069",0.349
"CMP1","LSM-22370","BRD-K96106084",0.349
"CMP1","LSM-22372","BRD-K87647164",0.349
"CMP1","LSM-22421","BRD-K85200795",0.349
"CMP1","LSM-24718","BRD-K44086628",0.349
"CMP1","LSM-24791","BRD-K75814223",0.349
"CMP1","LSM-29161","BRD-K20426211",0.349
"CMP1","LSM-29220","BRD-K33448511",0.349
"CMP1","LSM-29326","BRD-K28826127",0.349
"CMP1","LSM-8263","BRD-K50580743",0.349
"CMP1","LSM-8395","BRD-K87438596",0.349
"CMP1","LSM-10258","BRD-K30361687",0.349
"CMP1","LSM-10968","BRD-K41767152",0.349
"CMP1","LSM-12134","BRD-K61202234",0.349
"CMP1","LSM-12754","BRD-K70868165",0.349
"CMP1","LSM-13902","BRD-K88973556",0.349
"CMP1","LSM-13048","BRD-K75467206",0.349
"CMP1","LSM-16106","BRD-K74978191",0.349
"CMP1","LSM-11655","BRD-K52887203",0.349
"CMP1","LSM-22585","BRD-K78741913",0.349
"CMP1","LSM-37313","MLS003128724",0.349
"CMP1","LSM-18176","BRD-K58888361",0.349
"CMP1","LSM-18103","BRD-K55598155",0.349
"CMP1","LSM-22347","BRD-K80306055",0.349
"CMP1","LSM-22443","BRD-K90673570",0.349
"CMP1","LSM-22305","BRD-K90111788",0.349
"CMP1","LSM-22335","BRD-K83124600",0.349
"CMP1","LSM-24755","BRD-K91513229",0.349
"CMP1","LSM-24928","BRD-K83872468",0.349
"CMP1","LSM-24889","BRD-K69620913",0.349
"CMP1","LSM-24886","BRD-K47063692",0.349
"CMP1","LSM-24887","BRD-K10545066",0.349
"CMP1","LSM-29180","BRD-K33510044",0.349
"CMP1","LSM-14528","BRD-K99299141",0.348
"CMP1","LSM-30099","BRD-K34604755",0.348
"CMP1","LSM-29988","BRD-K17675924",0.348
"CMP1","LSM-30201","BRD-K37763427",0.348
"CMP1","LSM-30111","BRD-K36282114",0.348
"CMP1","LSM-30135","BRD-K60188481",0.348
"CMP1","LSM-35416","BRD-K15931098",0.348
"CMP1","LSM-35398","BRD-K15174326",0.348
"CMP1","LSM-35520","BRD-K19766710",0.348
"CMP1","LSM-35667","BRD-K32760954",0.348
"CMP1","LSM-30177","BRD-K81120201",0.348
"CMP1","LSM-30236","BRD-K95323025",0.348
"CMP1","LSM-7829","MLS003129601",0.348
"CMP1","LSM-35626","BRD-K28923989",0.348
"CMP1","LSM-36173","BRD-K81810589",0.348
"CMP1","LSM-24026","MLS003129253",0.348
"CMP1","LSM-11368","BRD-K48306626",0.348
"CMP1","LSM-11985","BRD-K58856256",0.348
"CMP1","LSM-12182","BRD-K61907493",0.348
"CMP1","LSM-14171","BRD-K93667957",0.348
"CMP1","LSM-23029","BRD-K97410356",0.348
"CMP1","LSM-24762","BRD-K91796483",0.348
"CMP1","LSM-30029","BRD-K37831546",0.348
"CMP1","LSM-8480","BRD-K00740489",0.348
"CMP1","LSM-10129","BRD-K28043081",0.348
"CMP1","LSM-23944","MLS003130330",0.348
"CMP1","LSM-12346","BRD-K64147688",0.348
"CMP1","LSM-12670","BRD-K69521358",0.348
"CMP1","LSM-12967","BRD-K74149575",0.348
"CMP1","LSM-22930","BRD-K17367695",0.348
"CMP1","LSM-23080","BRD-K02152970-001-01-6",0.348
"CMP1","LSM-22940","BRD-K44843474",0.348
"CMP1","LSM-23035","BRD-K71919076",0.348
"CMP1","LSM-23237","BRD-K28351377",0.348
"CMP1","LSM-36174","CHEMBL2357919",0.348
"CMP1","LSM-13249","BRD-K78939963",0.348
"CMP1","LSM-23935","MLS003130336",0.348
"CMP1","LSM-24679","BRD-K46924722",0.348
"CMP1","LSM-24858","BRD-K21866464",0.348
"CMP1","LSM-24879","BRD-K47113219",0.348
"CMP1","LSM-1052","SPECPLUS_000840",0.348
"CMP1","LSM-42782","Sirolimus",0.348
"CMP1","LSM-44623","SCHEMBL13586708",0.348
"CMP1","LSM-42783","WY-090217",0.348
"CMP1","LSM-43134","Sirolimus",0.348
"CMP1","LSM-43269","Sirolimus",0.348
"CMP1","LSM-29748","BRD-K01009153",0.348
"CMP1","LSM-44631","ST056354",0.348
"CMP1","LSM-29207","BRD-K20600965",0.348
"CMP1","LSM-29226","BRD-K30589514",0.348
"CMP1","LSM-29864","BRD-K24970278",0.348
"CMP1","LSM-29786","BRD-K88070218",0.348
"CMP1","LSM-1349","Brefeldin A",0.348
"CMP1","LSM-3369","Flumethasone",0.348
"CMP1","LSM-16236","BRD-K69342591",0.348
"CMP1","LSM-35483","BRD-K18368161",0.348
"CMP1","LSM-42812","Brefeldin A",0.348
"CMP1","LSM-29202","BRD-K20325525-001-01-6",0.348
"CMP1","LSM-1241","AC1NWATH",0.348
"CMP1","LSM-8452","BRD-K00411687",0.348
"CMP1","LSM-29710","BRD-K72745710",0.348
"CMP1","LSM-35436","BRD-K16626032",0.348
"CMP1","LSM-37722","BRD-K08293924",0.348
"CMP1","LSM-29715","BRD-K11836564-001-01-5",0.348
"CMP1","LSM-10960","BRD-K41667061",0.348
"CMP1","LSM-11574","MLS003650048",0.348
"CMP1","LSM-14158","CHEMBL2361962",0.348
"CMP1","LSM-5872","ZINC03983935",0.348
"CMP1","LSM-13967","BRD-K89735991",0.348
"CMP1","LSM-13956","BRD-K89627562",0.348
"CMP1","LSM-15599","SM 21",0.348
"CMP1","LSM-10104","BRD-K27798440",0.348
"CMP1","LSM-11744","BRD-K54602409",0.348
"CMP1","LSM-12571","BRD-K67983441",0.348
"CMP1","LSM-13712","BRD-K86265052",0.348
"CMP1","LSM-16213","BRD-K71452779",0.348
"CMP1","LSM-18370","BRD-K56341841",0.348
"CMP1","LSM-18325","BRD-K42654859",0.348
"CMP1","LSM-18170","BRD-K41656340",0.348
"CMP1","LSM-29915","BRD-K23591737",0.348
"CMP1","LSM-8510","BRD-K01248935",0.348
"CMP1","LSM-9490","MLS003128760",0.348
"CMP1","LSM-10001","BRD-K25963301",0.348
"CMP1","LSM-11201","BRD-K45475981",0.348
"CMP1","LSM-12815","BRD-K71674109",0.348
"CMP1","LSM-11762","BRD-K55009937",0.348
"CMP1","LSM-12337","BRD-K64023191",0.348
"CMP1","LSM-12149","BRD-K61415682",0.348
"CMP1","LSM-13909","BRD-K89076662",0.348
"CMP1","LSM-13830","BRD-K87976657",0.348
"CMP1","LSM-13872","BRD-K88602713",0.348
"CMP1","LSM-13050","BRD-K75576199",0.348
"CMP1","LSM-13089","BRD-K76257863",0.348
"CMP1","LSM-16053","BRD-K76067434",0.348
"CMP1","LSM-18211","BRD-K44944875",0.348
"CMP1","LSM-29046","BRD-K37092508",0.348
"CMP1","LSM-21669","BRD-K46694269-001-01-5",0.347
"CMP1","LSM-21876","BRD-K72588548-001-01-9",0.347
"CMP1","LSM-21893","BRD-K59655055-001-01-8",0.347
"CMP1","LSM-21895","BRD-K60322656-001-01-5",0.347
"CMP1","LSM-21728","BRD-K87509172-001-01-1",0.347
"CMP1","LSM-21773","BRD-K22538427-001-01-1",0.347
"CMP1","LSM-21704","BRD-K67194034-001-01-4",0.347
"CMP1","LSM-21906","BRD-K31091950-001-01-5",0.347
"CMP1","LSM-29542","BRD-K09191014",0.347
"CMP1","LSM-29560","BRD-K62256869",0.347
"CMP1","LSM-29661","BRD-K60728944",0.347
"CMP1","LSM-5881","6Alpha-fluorotestosterone",0.347
"CMP1","LSM-3538","Dydrogesterone",0.347
"CMP1","LSM-5289","ZINC04062252",0.347
"CMP1","LSM-2844","Clocortolone Pivalate",0.347
"CMP1","LSM-29645","BRD-K72648699",0.347
"CMP1","LSM-9428","BRD-K16512302",0.347
"CMP1","LSM-12428","BRD-K65541951",0.347
"CMP1","LSM-30319","BRD-K58232861",0.347
"CMP1","LSM-29370","BRD-K61315077",0.347
"CMP1","LSM-29393","BRD-K08730634",0.347
"CMP1","LSM-29512","BRD-K82194980",0.347
"CMP1","LSM-29557","BRD-K91588908",0.347
"CMP1","LSM-30530","BRD-K69438930",0.347
"CMP1","LSM-5876","Clocortolone",0.347
"CMP1","LSM-44629","CCG-208021",0.347
"CMP1","LSM-23006","BRD-K65963096",0.347
"CMP1","LSM-20101","BRD-K04155570",0.347
"CMP1","LSM-37113","CHEMBL1590762",0.347
"CMP1","LSM-30469","BRD-K41189799",0.346
"CMP1","LSM-30453","BRD-K77403813",0.346
"CMP1","LSM-2105","Limonin",0.346
"CMP1","LSM-30582","BRD-K47984776",0.346
"CMP1","LSM-5550","Pregnenolone",0.346
"CMP1","LSM-6429","145-13-1",0.346
"CMP1","LSM-13864","BRD-K88385750",0.346
"CMP1","LSM-9777","BRD-K22275321",0.346
"CMP1","LSM-11119","BRD-K44029853",0.346
"CMP1","LSM-9325","BRD-K14952621",0.346
"CMP1","LSM-12200","BRD-K62130095",0.346
"CMP1","LSM-5489","AC1OEWA5",0.346
"CMP1","LSM-8921","BRD-K08171986",0.346
"CMP1","LSM-8911","BRD-K08005469",0.346
"CMP1","LSM-8922","BRD-K08173649",0.346
"CMP1","LSM-10214","BRD-K29452018",0.346
"CMP1","LSM-12166","BRD-K61649900",0.346
"CMP1","LSM-21626","3Beta-acetoxydeoxodihydrogedunin",0.346
"CMP1","LSM-30519","BRD-K79221878",0.346
"CMP1","LSM-9241","BRD-K13539834",0.346
"CMP1","LSM-9826","BRD-K23051555",0.346
"CMP1","LSM-11094","BRD-K43714262",0.346
"CMP1","LSM-9875","BRD-K23958338",0.346
"CMP1","LSM-10191","BRD-K29063218",0.346
"CMP1","LSM-13041","BRD-K75395214",0.346
"CMP1","LSM-14049","BRD-K91498722",0.346
"CMP1","LSM-13927","BRD-K89321975",0.346
"CMP1","LSM-29287","BRD-K36795325",0.345
"CMP1","LSM-29578","BRD-K88970431",0.345
"CMP1","LSM-29998","BRD-K04269696",0.345
"CMP1","LSM-30071","BRD-K82683018",0.345
"CMP1","LSM-30208","BRD-K95877349",0.345
"CMP1","LSM-30219","BRD-K35132745",0.345
"CMP1","LSM-30220","BRD-K01360791",0.345
"CMP1","LSM-30141","BRD-K11990377",0.345
"CMP1","LSM-6492","11,17,21-Trihydroxypregn-4-ene-3,20-dione",0.345
"CMP1","LSM-30190","BRD-K38081867",0.345
"CMP1","LSM-29310","BRD-K28880788",0.345
"CMP1","LSM-8846","BRD-K07100440",0.345
"CMP1","LSM-30233","BRD-K73145196",0.345
"CMP1","LSM-30065","BRD-K34059927-001-01-9",0.345
"CMP1","LSM-42483","CHEMBL2358729",0.345
"CMP1","LSM-35143","BRD-K03659510",0.345
"CMP1","LSM-35454","BRD-K17239874",0.345
"CMP1","LSM-37629","SA-1455822",0.345
"CMP1","LSM-6649","AC1OYH6W",0.345
"CMP1","LSM-5980","Hydrocortisone",0.345
"CMP1","LSM-28812","MLS003130381",0.345
"CMP1","LSM-12328","BRD-K63926219",0.345
"CMP1","LSM-9084","BRD-K10813758",0.345
"CMP1","LSM-9004","BRD-K09458434",0.345
"CMP1","LSM-8652","BRD-K03548778",0.345
"CMP1","LSM-12453","BRD-K65974287",0.345
"CMP1","LSM-1785","AC1NSZCT",0.345
"CMP1","LSM-29518","BRD-K77399094",0.345
"CMP1","LSM-12398","BRD-K64997042",0.345
"CMP1","LSM-12590","BRD-K68300134",0.345
"CMP1","LSM-13711","BRD-K86250735",0.345
"CMP1","LSM-30284","BRD-K69152679",0.345
"CMP1","LSM-30263","BRD-K28347985",0.345
"CMP1","LSM-16056","BRD-K62885083",0.345
"CMP1","LSM-16001","BRD-K65945126",0.345
"CMP1","LSM-18262","BRD-K39639513",0.345
"CMP1","LSM-18134","BRD-K56520530",0.345
"CMP1","LSM-22463","BRD-K83487481",0.345
"CMP1","LSM-28902","BRD-K62147342",0.345
"CMP1","LSM-28794","BRD-K80897487",0.345
"CMP1","LSM-29465","BRD-K83832060",0.345
"CMP1","LSM-30244","BRD-K48046422",0.345
"CMP1","LSM-29481","BRD-K13849122",0.345
"CMP1","LSM-29500","BRD-K71605668",0.345
"CMP1","LSM-29995","BRD-K84388444",0.345
"CMP1","LSM-30011","BRD-K19672435",0.345
"CMP1","LSM-30016","BRD-K03884263",0.345
"CMP1","LSM-8456","BRD-K00445923",0.345
"CMP1","LSM-8656","BRD-K03669312",0.345
"CMP1","LSM-8686","BRD-K04229162",0.345
"CMP1","LSM-9417","BRD-K16372954",0.345
"CMP1","LSM-29492","BRD-K14245433",0.345
"CMP1","LSM-29531","BRD-K27226238",0.345
"CMP1","LSM-10778","BRD-K38786629",0.345
"CMP1","LSM-11093","BRD-K43703651",0.345
"CMP1","LSM-11304","BRD-K47094330",0.345
"CMP1","LSM-11337","BRD-K47752932",0.345
"CMP1","LSM-11813","BRD-K55875111",0.345
"CMP1","LSM-29595","BRD-K70090544",0.345
"CMP1","LSM-13639","BRD-K85229892",0.345
"CMP1","LSM-14192","BRD-K94029810",0.345
"CMP1","LSM-16108","BRD-K74785745",0.345
"CMP1","LSM-16113","BRD-K78106941",0.345
"CMP1","LSM-13880","BRD-K88676137",0.345
"CMP1","LSM-30090","BRD-K06203932",0.345
"CMP1","LSM-18178","BRD-K50149147",0.345
"CMP1","LSM-8954","BRD-K08703292",0.345
"CMP1","LSM-29108","BRD-K36713925",0.345
"CMP1","LSM-28880","BRD-K91615044",0.345
"CMP1","LSM-28915","BRD-K15008902",0.345
"CMP1","LSM-28761","MLS003128978",0.345
"CMP1","LSM-28801","BRD-K86587289",0.345
"CMP1","LSM-28982","BRD-K66248685",0.345
"CMP1","LSM-29034","BRD-K81370109",0.345
"CMP1","LSM-22398","BRD-K90231936",0.345
"CMP1","LSM-44651","YL-54",0.345
"CMP1","LSM-44654","YL-55",0.345
"CMP1","LSM-45856","MK-0812",0.345
"CMP1","LSM-4117","MLS002703119",0.345
"CMP1","LSM-34296","BRD-K56119660",0.345
"CMP1","LSM-34550","BRD-K75576005",0.345
"CMP1","LSM-34405","BRD-K87803080",0.345
"CMP1","LSM-35769","BRD-K42253676",0.345
"CMP1","LSM-36199","BRD-K83935370",0.345
"CMP1","LSM-34426","BRD-K53186055",0.345
"CMP1","LSM-34441","BRD-K85951787",0.345
"CMP1","LSM-34318","BRD-K71561082",0.345
"CMP1","LSM-34319","BRD-K60084530",0.345
"CMP1","LSM-36377","MOLPORT-023-276-941",0.345
"CMP1","LSM-9259","BRD-K13714335",0.345
"CMP1","LSM-10532","BRD-K34982474",0.345
"CMP1","LSM-14771","BRD-K25196723",0.345
"CMP1","LSM-12652","BRD-K69293497",0.345
"CMP1","LSM-10496","BRD-K34327142",0.345
"CMP1","LSM-12700","BRD-K69962604",0.345
"CMP1","LSM-14103","BRD-K92573321",0.345
"CMP1","LSM-44113","BRD-K37770214",0.345
"CMP1","LSM-13775","BRD-K87175237",0.345
"CMP1","LSM-29367","BRD-K66282601",0.344
"CMP1","LSM-29484","BRD-K38650960",0.344
"CMP1","LSM-29502","BRD-K68060538",0.344
"CMP1","LSM-29662","BRD-K77697841",0.344
"CMP1","LSM-12140","BRD-K61284851",0.344
"CMP1","LSM-8370","BRD-K79876173",0.344
"CMP1","LSM-43234","25-Hydroxycholecalciferol",0.344
"CMP1","LSM-7496","BRD-K50605719",0.344
"CMP1","LSM-7871","BRD-K78352220",0.344
"CMP1","LSM-35084","BRD-K00955582",0.344
"CMP1","LSM-38250","BRD-K18377730",0.344
"CMP1","LSM-38351","BRD-K20098898",0.344
"CMP1","LSM-29043","BRD-K64649217-001-01-9",0.344
"CMP1","LSM-29571","BRD-K67661742",0.344
"CMP1","LSM-7007","BRD-K12165191",0.344
"CMP1","LSM-12376","BRD-K64622657",0.344
"CMP1","LSM-8224","BRD-K39464795",0.344
"CMP1","LSM-9620","BRD-K19696710",0.344
"CMP1","LSM-9641","BRD-K19971276",0.344
"CMP1","LSM-13980","BRD-K89994146",0.344
"CMP1","LSM-44630","63283-36-3",0.344
"CMP1","LSM-10971","MLS003128759",0.344
"CMP1","LSM-15952","BRD-K76309489",0.344
"CMP1","LSM-18258","BRD-K55237592",0.344
"CMP1","LSM-18286","BRD-K39600742",0.344
"CMP1","LSM-22299","BRD-K93613839",0.344
"CMP1","LSM-22468","BRD-K86330848",0.344
"CMP1","LSM-22509","BRD-K87418665",0.344
"CMP1","LSM-6890","BRD-K02229102",0.344
"CMP1","LSM-29392","BRD-K73025852",0.344
"CMP1","LSM-29451","BRD-K10900122",0.344
"CMP1","LSM-29452","BRD-K72467884",0.344
"CMP1","LSM-29650","BRD-K48860650",0.344
"CMP1","LSM-29660","BRD-K82394273",0.344
"CMP1","LSM-29668","BRD-K14451397",0.344
"CMP1","LSM-29291","BRD-K29254503",0.344
"CMP1","LSM-29574","BRD-K06310280",0.344
"CMP1","LSM-29480","BRD-K38040305",0.344
"CMP1","LSM-29488","BRD-K40964045",0.344
"CMP1","LSM-29538","BRD-K76450447",0.344
"CMP1","LSM-8773","BRD-K05856102",0.344
"CMP1","LSM-8379","BRD-K82521114",0.344
"CMP1","LSM-41190","BRD-K72234025",0.344
"CMP1","LSM-29642","BRD-K37304120",0.344
"CMP1","LSM-11710","BRD-K53943507",0.344
"CMP1","LSM-14956","BRD-K84240784",0.344
"CMP1","LSM-16064","BRD-K64665523",0.344
"CMP1","LSM-15967","BRD-K63493628",0.344
"CMP1","LSM-13183","BRD-K77786391",0.344
"CMP1","LSM-22592","BRD-K87264606",0.344
"CMP1","LSM-18086","BRD-K52978625",0.344
"CMP1","LSM-18109","BRD-K45050268",0.344
"CMP1","LSM-29143","BRD-K28813194",0.344
"CMP1","LSM-33924","BRD-K88278778",0.344
"CMP1","LSM-33784","BRD-K59149254",0.344
"CMP1","LSM-33788","BRD-K25596713",0.344
"CMP1","LSM-33810","BRD-K37912617",0.344
"CMP1","LSM-33833","BRD-K50596260",0.344
"CMP1","LSM-33837","BRD-K67408816",0.344
"CMP1","LSM-37959","BRD-K13346599",0.344
"CMP1","LSM-38058","BRD-K15179096",0.344
"CMP1","LSM-40947","BRD-K67484450",0.344
"CMP1","LSM-41259","BRD-K73434976",0.344
"CMP1","LSM-42138","BRD-K89288521",0.344
"CMP1","LSM-42620","BRD-K98790311",0.344
"CMP1","LSM-23888","BRD-K78922936-001-01-4",0.344
"CMP1","LSM-3017","Prednicarbate",0.344
"CMP1","LSM-9063","BRD-K10562742",0.344
"CMP1","LSM-9064","BRD-K10578850",0.344
"CMP1","LSM-45464","Seocalcitol",0.344
"CMP1","LSM-8230","BRD-K40750649",0.344
"CMP1","LSM-7421","MLS003129643",0.344
"CMP1","LSM-33671","BRD-K19523037",0.344
"CMP1","LSM-33917","BRD-K45097650",0.344
"CMP1","LSM-35113","BRD-K02240568",0.344
"CMP1","LSM-36279","BRD-K92079609",0.344
"CMP1","LSM-37574","BRD-K05647501",0.344
"CMP1","LSM-39252","BRD-K36206486",0.344
"CMP1","LSM-24021","MLS003129318",0.344
"CMP1","LSM-42560","BRD-K97671879",0.344
"CMP1","LSM-23897","BRD-K38405403-001-01-3",0.344
"CMP1","LSM-8058","BRD-K94643104-001-01-2",0.344
"CMP1","LSM-1810","Prednisolone Hemisuccinate",0.344
"CMP1","LSM-10837","BRD-K39635618",0.344
"CMP1","LSM-20207","BRD-K54657536",0.344
"CMP1","LSM-23268","BRD-K00933790",0.344
"CMP1","LSM-23456","BRD-K06356885",0.344
"CMP1","LSM-23471","BRD-K60389305",0.344
"CMP1","LSM-23077","BRD-K69471644",0.344
"CMP1","LSM-25183","BRD-K42653521",0.344
"CMP1","LSM-24700","BRD-K32787834",0.344
"CMP1","LSM-24708","BRD-K14436020",0.344
"CMP1","LSM-24713","BRD-K73831546",0.344
"CMP1","LSM-24719","BRD-K89637567",0.344
"CMP1","LSM-24768","BRD-K66655211",0.344
"CMP1","LSM-26795","BRD-K92440102",0.344
"CMP1","LSM-26584","BRD-K36055854",0.344
"CMP1","LSM-26649","BRD-K14392329",0.344
"CMP1","LSM-26856","BRD-K16355056",0.344
"CMP1","LSM-5993","BRD-K95391106-001-01-5",0.344
"CMP1","LSM-8147","BRD-K15234779",0.344
"CMP1","LSM-9816","BRD-K22827077",0.344
"CMP1","LSM-8701","BRD-K04515815",0.344
"CMP1","LSM-10102","BRD-K27767004",0.344
"CMP1","LSM-11001","BRD-K42419992",0.344
"CMP1","LSM-10700","BRD-K37556205",0.344
"CMP1","LSM-12953","BRD-K73860091",0.344
"CMP1","LSM-23977","BRD-K24288459-001-01-2",0.344
"CMP1","LSM-15077","SA-243193",0.344
"CMP1","LSM-26745","BRD-K88087295",0.344
"CMP1","LSM-26588","BRD-K64827406",0.344
"CMP1","LSM-26687","BRD-K84936524",0.344
"CMP1","LSM-23229","BRD-K09081347",0.344
"CMP1","LSM-23249","BRD-K97493608",0.344
"CMP1","LSM-23273","BRD-K12399715",0.344
"CMP1","LSM-23281","BRD-K32943057",0.344
"CMP1","LSM-36396","Prednisolone 21-hemisuccinate",0.344
"CMP1","LSM-25212","BRD-K16884266",0.344
"CMP1","LSM-24771","BRD-K12145385",0.344
"CMP1","LSM-29251","BRD-K22854578",0.343
"CMP1","LSM-16028","BRD-K67491390",0.343
"CMP1","LSM-34284","BRD-K16604405",0.343
"CMP1","LSM-35424","BRD-K16149312",0.343
"CMP1","LSM-34444","BRD-K19712167",0.343
"CMP1","LSM-34479","BRD-K38557431",0.343
"CMP1","LSM-34493","BRD-K70712582",0.343
"CMP1","LSM-34428","BRD-K55852567",0.343
"CMP1","LSM-35381","BRD-K13941175",0.343
"CMP1","LSM-36024","BRD-K66494817",0.343
"CMP1","LSM-35655","BRD-K31614544",0.343
"CMP1","LSM-36311","BRD-K95575699",0.343
"CMP1","LSM-38107","BRD-K15998522",0.343
"CMP1","LSM-41817","BRD-K83316435",0.343
"CMP1","LSM-34580","BRD-K05481476-001-01-5",0.343
"CMP1","LSM-35351","CHEMBL2357884",0.343
"CMP1","LSM-34548","BRD-K24369860",0.343
"CMP1","LSM-34401","BRD-K10317744",0.343
"CMP1","LSM-35072","BRD-K00401259",0.343
"CMP1","LSM-35486","BRD-K18437398",0.343
"CMP1","LSM-35744","BRD-K39406901",0.343
"CMP1","LSM-36131","BRD-K76578941",0.343
"CMP1","LSM-36040","BRD-K67843691",0.343
"CMP1","LSM-23073","MLS002473774",0.343
"CMP1","LSM-40586","SA-427228",0.343
"CMP1","LSM-34579","BRD-K60201835-001-01-5",0.343
"CMP1","LSM-8995","BRD-K09397553",0.343
"CMP1","LSM-29948","BRD-K56344669-001-01-0",0.343
"CMP1","LSM-9542","BRD-K18480277",0.343
"CMP1","LSM-13796","BRD-K87517219",0.343
"CMP1","LSM-14218","BRD-K94446761",0.343
"CMP1","LSM-16148","BRD-K73126584",0.343
"CMP1","LSM-18302","BRD-K56241426",0.343
"CMP1","LSM-18127","BRD-K56285711",0.343
