Gene.symbol,logFC,P.Value
,-0.195574393,0.006258856
SP5,-0.260229988,0.006264982
,-0.259004238,0.006271662
,-0.329875738,0.006287971
PTCHD4,-0.209689286,0.006299854
ARHGEF1,0.217235321,0.006322777
PTGS1,0.686646202,0.006333264
,-0.32480206,0.006352797
,-0.225278107,0.006366981
,-0.383748738,0.006372179
PABPC1L2B///PABPC1L2A,-0.153462893,0.006379354
KLHL28,-0.301517929,0.006382738
SNORA5B,0.203342143,0.006395515
ZNF542P,0.369041429,0.006396964
,0.388614321,0.006424582
ZP3,0.179547429,0.006451222
TPTEP1,0.584630583,0.006456312
AAAS,0.256810857,0.006457328
,-0.167392952,0.00647427
LOC100133091,0.16349169,0.00647983
VMAC,0.191154024,0.00648316
TK2,0.345313738,0.00648725
,-0.327815976,0.006507886
HLF,-0.144535714,0.006540313
H2AFZ,-0.258208464,0.006541469
TNFSF4,0.511231417,0.006553852
ARL15,0.212066571,0.006575968
KCNH5,-0.2017495,0.006578825
,-0.178013786,0.006606876
H2BFWT,-0.154016452,0.006634031
TUBA3C,-0.195647893,0.006645506
ARMCX4,-0.200106857,0.006683719
BCL10,-0.265881095,0.006714962
USP30,0.262696726,0.006725855
PTPRH,-0.17355444,0.006730393
,-0.320608179,0.006745287
MAMDC2,-0.183834,0.006758043
C4orf36,-0.174447357,0.006786121
OR4C16,-0.224149583,0.006812408
ERAL1,0.411163226,0.006824934
,0.148518536,0.006834766
MRGPRD,-0.196455214,0.006856017
ZXDC,0.245393571,0.006858893
LOC728392///NLRP1,0.286653821,0.006869738
,-0.229222964,0.006873027
FAM21A///FAM21C,-0.168994833,0.006905216
,-0.296581238,0.00691813
TSPAN33,0.584351214,0.006921389
RFT1,0.31141681,0.006927026
PHYKPL,0.27580206,0.006932858
,-0.325111405,0.006958306
OR7E37P///OR7E35P///MGC72080///DAPL1///OR7E47P///OR7E12P///OR7E14P,0.447016119,0.006964398
EFEMP1,-0.184480512,0.006966986
,-0.364413238,0.006974138
EHMT1-IT1,0.207329679,0.006974395
PRSS12,-0.186313119,0.006976764
L3MBTL1,0.148229762,0.006984546
,-0.178737226,0.006993363
MEA1,0.293676714,0.007015227
PSTPIP1,0.191903298,0.007030084
CCDC186,-0.395116714,0.007033057
GBX1,-0.187446893,0.00704003
,-0.360679595,0.00704891
F8A3///F8A2///F8A1,0.210514048,0.00705447
,-0.155591869,0.00705994
SLC25A19,0.355386964,0.007066405
PSMB11,-0.209731536,0.007090408
MYF6,-0.195051357,0.007124404
F8A3///F8A2///F8A1,0.206661905,0.007128235
,-0.366247012,0.007131347
,-0.530044429,0.007140305
,-0.530044429,0.007140305
,-0.243970869,0.007165814
,-0.286998964,0.007169525
,-0.242903179,0.007171609
CUL3,-0.261115488,0.007178771
GTPBP2,0.388279369,0.007194827
LINC01124,-0.187127393,0.007197088
,-0.253852726,0.007198186
