Gene.symbol,logFC,P.Value
ASCL4,0.144281329,0.038775586
,0.174018924,0.038787733
ELAVL2,0.149761688,0.038847021
PIGB,0.305258806,0.038858095
BOD1L1,0.291573159,0.039007624
LOC728175,0.219575076,0.039019281
NLGN1,0.143051565,0.039148104
,0.117528259,0.039276885
PUS1,-0.142341429,0.039376059
ERMN,0.215737553,0.039483929
OR52E6,0.133842841,0.039490922
RPPH1,-0.441548529,0.039568128
MTM1,0.173776541,0.039573904
UBE2D3,0.087622294,0.039628293
ARHGAP26,0.227234353,0.039692867
GALNTL5,0.118710135,0.039778994
CNTNAP3B///CNTNAP3P2///CNTNAP3,0.765691224,0.0398365
LINGO4,0.146441347,0.039861242
,0.159485247,0.039959644
PDE3B,0.362038047,0.040217206
,0.172780282,0.040235144
TFIP11,0.140997871,0.040330898
,-0.094122712,0.040418335
FAT4,0.122673471,0.040496288
,-0.281526624,0.040647728
UBE2D3,0.087685471,0.040836724
SLC27A2,-0.240741776,0.040915609
,-0.126450476,0.041005617
,0.119730376,0.041098288
SYTL4,0.168740271,0.04110916
CFLAR,0.203880941,0.041301114
ATF6,0.180867118,0.04150378
CYP4A11,0.195517071,0.041515191
NBN,0.267911865,0.04170506
TMEM67,0.184917835,0.041733399
HNRNPK,0.128052588,0.041747919
SPAG9,0.267654312,0.041810552
DPCR1,0.140613324,0.041829329
C10orf53,0.119906853,0.041892384
ARRDC4,0.321256424,0.042172662
KCNN4,-0.151160212,0.042350971
IQCF2,-0.138792935,0.042381754
ZFYVE16,0.330802176,0.042416472
PNLIPRP2,0.165945165,0.042676904
AADACL3,0.152442582,0.042771768
,-0.137426747,0.042817973
TTC23,0.125294635,0.042818061
MIR101-1,0.397037359,0.042884867
,-0.225242865,0.042900519
MAK,0.493090588,0.043090343
ANO4,0.122035935,0.043095139
RBMS1,0.166832718,0.04321596
,-0.197857018,0.043260854
,0.186573676,0.043331355
DUSP16,0.214866941,0.043406932
STAT3,0.216845,0.04343781
,-0.119819706,0.043452073
PECAM1,0.145087235,0.043482376
BMP15,0.1447268,0.043584548
SMCR5,0.104317418,0.043652435
MMP27,0.141269506,0.043667477
HHAT,0.117143518,0.043841188
,0.175754494,0.043852606
IQCH,0.119939029,0.043943728
LRGUK,0.124610018,0.044025327
,-0.279044694,0.044088965
MARC2///MARC2,-0.134830082,0.04423908
IL10,-0.137836218,0.044312705
RPL36A-HNRNPH2///HNRNPH2,0.216903935,0.044574826
,0.093102924,0.044581246
ZNF417,-0.147718312,0.044627087
RAPGEF6,0.202496612,0.044638989
ST6GALNAC3,0.340424265,0.044746721
ABCB5,0.128674188,0.044759632
DEFB124,0.176106106,0.044968138
,-0.1178794,0.044969596
BAZ2B,0.245408747,0.045360576
TOP1,0.187275941,0.045479522
LOXHD1,-0.322485706,0.045538002
,0.218937647,0.045588322
R3HDML,0.1278266,0.045596296
C6,0.120105112,0.045637013
TRIM24,0.123159894,0.045646547
VWDE,0.178132606,0.04565239
C10orf131,0.232331971,0.045654323
RAD9A,-0.1182976,0.045659357
HERPUD2,0.105751882,0.045695759
,-0.183462176,0.045764029
,0.268946212,0.045868487
SLC6A16,-0.194061129,0.045904993
ADGRF1,0.146068665,0.045925144
,-0.124210324,0.045959585
KCNJ11,0.153198288,0.045974178
CTCF,0.128319929,0.045979406
,0.138081259,0.04608466
,0.4760175,0.046099765
MSMO1,-0.325234218,0.046161074
MILR1///MILR1,-0.276289241,0.046258462
ABHD5,0.382616941,0.046333029
NBR1,0.144901471,0.046340883
MAP2K4,0.229007024,0.04634882
ADGB,0.104621147,0.046432784
B4GAT1,0.116298535,0.046505751
STK32C,-0.128586076,0.046542639
,-0.177527018,0.046603495
SNORD113-4,-0.126031776,0.04665014
CPD,0.371510365,0.046694491
,-0.100120994,0.046772839
BAX,-0.118313706,0.046852526
SEL1L,0.172426565,0.046869071
POLD4,-0.118426682,0.046887291
AFAP1,0.250446229,0.046973191
MGAT4B,-0.142536588,0.047068901
LCN8,0.204345865,0.047095132
,0.171324024,0.047167904
IQGAP1,0.234798412,0.04718968
KIAA0040,0.182959235,0.047207161
RTFDC1,0.173857924,0.047247758
KBTBD12,0.119044965,0.04760647
ADGRE5,0.231873882,0.047616487
SQLE,-0.294549094,0.047672591
SETX,0.127605176,0.047677548
PLCB1,0.336698635,0.04772381
TMEM176B,0.674293718,0.047945604
,-0.188807906,0.047957235
,0.134507976,0.048081077
OR7E24,0.126390859,0.048098867
EFCAB12,0.203751871,0.048229829
SNORA60,-0.211124194,0.048235281
ACSL4,0.310174988,0.048283393
WEE1,-0.218720059,0.048321464
,-0.157319282,0.048324774
NUDT6,-0.106417188,0.048366977
TGFBR2,0.149331,0.04836863
,-0.173465559,0.048421117
,0.398566194,0.048584067
,0.092393,0.048593988
IL13RA1,0.274819412,0.048792045
SNX12,-0.118565882,0.048917026
,-0.122451494,0.048917571
C1orf168,0.096174865,0.049038104
SCCPDH,-0.244491924,0.049266518
,-0.203456853,0.04935759
PRKAR1A,0.176397647,0.049394409
MYH10,0.168659488,0.049428686
GPR151,0.125436965,0.049488647
TMEM257,0.136250382,0.04955092
NOX3,0.1288445,0.049690617
MAMDC2,0.149527176,0.04974875
,-0.147874829,0.049801626
LRRFIP1,0.226239,0.04984337
SETD2,0.081968647,0.049875176
KCTD13,-0.120962547,0.050248175
PDK3,0.238520424,0.050282045
,-0.124266647,0.050418269
,0.143284065,0.050748749
RELL1,0.344298671,0.050939702
COG8///PDF,-0.088278094,0.050993144
FLJ40536,-0.142578694,0.050999037
,-0.275430576,0.051130977
LOC100288778///WASH1///WASH7P///WASH2P///WASH3P,-0.154016147,0.051141304
MROH5,0.134372235,0.051170645
SLC6A14,0.116674606,0.051195074
FLJ45079,0.127287947,0.051215641
PZP,0.160130876,0.051280887
TNFSF12-TNFSF13///TNFSF12///TNFSF13,-0.159240306,0.051339098
,0.106832629,0.051504615
SLC35E2B,-0.141108,0.051594322
CCSER1,-0.276706471,0.051621803
GCHFR,-0.0901014,0.051625614
CNGB3,0.0919234,0.051642011
LPCAT2,0.190844824,0.051675958
,-0.189389341,0.051719404
ATP8B5P,0.106942553,0.051722729
,0.106415682,0.051775885
TPRXL,0.118037812,0.051794453
MIR181B2,0.204511976,0.051923154
NCOA2,0.173812076,0.052068932
IRF1,0.179938824,0.052076101
DESI1,-0.158679765,0.052180937
EDARADD,-0.102298341,0.052242945
AKAP13,0.141566659,0.052344994
,-0.206616565,0.052358214
LAMTOR1,-0.110785824,0.052497405
TAF1C,-0.136773647,0.052504844
,0.171457382,0.052508852
,0.140780335,0.052593371
CRYBA4,0.134937818,0.05266064
,0.149385653,0.052757496
PTAFR,0.181276418,0.05289835
TMEM51,-0.122831812,0.052955078
DPP8,0.126517835,0.052956237
MED13,0.106261529,0.053197391
PGP,-0.112228141,0.053282221
SNHG3///SNORA73A,-0.419550059,0.053630372
,0.148045229,0.05373409
,0.130254076,0.05385879
,0.174815924,0.053913118
LYZ,-0.085763412,0.053917135
METTL7A,-0.277535776,0.053941807
LOC100288778///WASH1///WASH7P///WASH2P///WASH3P,-0.1396722,0.054059559
BLOC1S3,-0.101447618,0.054098427
PAM,-0.424075406,0.054122383
SNORA9///SNHG15,-0.180243753,0.054298224
LOC100288778///WASH1///WASH7P///WASH2P///WASH3P,-0.153064218,0.054331095
,-0.212256224,0.054351581
GBAP1,-0.194498682,0.054384853
MMP16,0.129531453,0.054392379
AIMP2///EIF2AK1,-0.128208535,0.054416716
PLA2G10,0.198144782,0.054466767
SRPK2,0.173959865,0.054519989
MPP7,0.286304776,0.054532328
OR10A4,0.135812765,0.054541476
SLC31A1,0.234082265,0.054555759
SNORA80E,-0.311891065,0.054641323
TREM1,0.268994412,0.054854405
,0.159082471,0.05486854
CNGA2,0.160574071,0.054872593
REG1B,0.150907535,0.054880433
PRKG1,0.154954418,0.054984409
LOC100130876,0.227928824,0.055022386
,-0.191596594,0.055035732
ARID2,0.144090982,0.055314775
BTN1A1,0.129568776,0.055345233
RALBP1,0.268454712,0.055533179
